transfers	n_species	sample	well	strep_conc	replicate	OD
3	3	3_p03_E04	E4	16	1	0.340
3	3	3_p03_F04	F4	16	1	0.321
3	3	3_p03_G04	G4	16	1	0.314
3	3	3_p03_H04	H4	16	1	0.269
3	3	3_p03_A05	A5	16	1	0.301
3	3	3_p03_B05	B5	16	1	0.325
3	3	3_p03_C05	C5	16	1	0.260
3	3	3_p03_D05	D5	16	1	0.351
3	3	3_p03_E05	E5	16	1	0.293
3	3	3_p03_F05	F5	16	1	0.306
3	3	3_p03_G05	G5	16	1	0.309
3	3	3_p03_H05	H5	16	1	0.336
3	3	3_p03_A06	A6	16	1	0.319
3	3	3_p03_B06	B6	16	1	0.319
3	3	3_p03_C06	C6	16	1	0.233
3	3	3_p03_D06	D6	16	1	0.300
3	3	3_p03_E06	E6	16	1	0.290
3	3	3_p03_F06	F6	16	1	0.298
3	3	3_p03_G06	G6	16	1	0.327
3	3	3_p03_H06	H6	16	1	0.278
3	3	3_p03_A07	A7	16	1	0.320
3	3	3_p03_B07	B7	16	1	0.332
3	3	3_p03_C07	C7	16	1	0.276
3	3	3_p03_D07	D7	16	1	0.273
3	3	3_p03_E07	E7	16	1	0.338
3	3	3_p03_F07	F7	16	1	0.350
3	3	3_p03_G07	G7	16	1	0.306
3	3	3_p03_H07	H7	16	1	0.331
3	3	3_p03_A08	A8	16	1	0.305
3	3	3_p03_B08	B8	16	1	0.321
3	3	3_p03_C08	C8	16	1	0.306
3	3	3_p03_D08	D8	16	1	0.236
3	3	3_p03_E08	E8	16	1	0.296
3	3	3_p03_F08	F8	16	1	0.297
3	3	3_p03_G08	G8	16	1	0.313
3	3	3_p03_H08	H8	16	1	0.336
3	3	3_p03_A09	A9	16	1	0.240
3	3	3_p03_B09	B9	16	1	0.287
3	3	3_p03_C09	C9	16	1	0.375
3	3	3_p03_D09	D9	16	1	0.347
3	3	3_p03_E09	E9	16	1	0.277
3	3	3_p03_F09	F9	16	1	0.334
3	3	3_p03_G09	G9	16	1	0.301
3	3	3_p03_H09	H9	16	1	0.260
3	3	3_p03_A10	A10	16	1	0.286
3	3	3_p03_B10	B10	16	1	0.279
3	3	3_p03_C10	C10	16	1	0.360
3	3	3_p03_D10	D10	16	1	0.342
3	3	3_p03_E10	E10	16	1	0.293
3	3	3_p03_F10	F10	16	1	0.296
3	3	3_p03_G10	G10	16	1	0.319
3	3	3_p03_H10	H10	16	1	0.284
3	3	3_p03_A11	A11	16	1	0.268
3	3	3_p03_B11	B11	16	1	0.272
3	3	3_p03_C11	C11	16	1	0.369
3	3	3_p03_D11	D11	16	1	0.356
3	3	3_p03_E11	E11	16	1	0.349
3	3	3_p03_F11	F11	16	1	0.371
3	3	3_p03_G11	G11	16	1	0.314
3	3	3_p03_H11	H11	16	1	0.345
3	3	3_p03_A12	A12	16	1	0.310
3	3	3_p03_B12	B12	16	1	0.266
3	3	3_p03_C12	C12	16	1	0.346
3	3	3_p03_D12	D12	16	1	0.349
3	3	3_p03_E12	E12	16	1	0.344
3	3	3_p03_F12	F12	16	1	0.337
3	3	3_p03_G12	G12	16	1	0.294
3	3	3_p03_H12	H12	16	1	0.319
3	3	3_p04_A01	A1	16	2	0.323
3	3	3_p04_B01	B1	16	2	0.307
3	3	3_p04_C01	C1	16	2	0.331
3	3	3_p04_D01	D1	16	2	0.346
3	3	3_p04_E01	E1	16	2	0.320
3	3	3_p04_F01	F1	16	2	0.305
3	3	3_p04_G01	G1	16	2	0.310
3	3	3_p04_H01	H1	16	2	0.263
3	3	3_p04_A02	A2	16	2	0.312
3	3	3_p04_B02	B2	16	2	0.321
3	3	3_p04_C02	C2	16	2	0.245
3	3	3_p04_D02	D2	16	2	0.305
3	3	3_p04_E02	E2	16	2	0.311
3	3	3_p04_F02	F2	16	2	0.315
3	3	3_p04_G02	G2	16	2	0.317
3	3	3_p04_H02	H2	16	2	0.279
3	3	3_p04_A03	A3	16	2	0.326
3	3	3_p04_B03	B3	16	2	0.345
3	3	3_p04_C03	C3	16	2	0.282
3	3	3_p04_D03	D3	16	2	0.342
3	3	3_p04_E03	E3	16	2	0.321
3	3	3_p04_F03	F3	16	2	0.324
3	3	3_p04_G03	G3	16	2	0.318
3	3	3_p04_H03	H3	16	2	0.295
3	3	3_p04_A04	A4	16	2	0.328
3	3	3_p04_B04	B4	16	2	0.319
3	3	3_p04_C04	C4	16	2	0.397
3	3	3_p04_D04	D4	16	2	0.308
3	3	3_p04_E04	E4	16	2	0.311
3	3	3_p04_F04	F4	16	2	0.327
3	3	3_p04_G04	G4	16	2	0.315
3	3	3_p04_H04	H4	16	2	0.289
3	3	3_p04_A05	A5	16	2	0.327
3	3	3_p04_B05	B5	16	2	0.330
3	3	3_p04_C05	C5	16	2	0.279
3	3	3_p04_D05	D5	16	2	0.352
3	3	3_p04_E05	E5	16	2	0.298
3	3	3_p04_F05	F5	16	2	0.308
3	3	3_p04_G05	G5	16	2	0.319
3	3	3_p04_H05	H5	16	2	0.343
3	3	3_p04_A06	A6	16	2	0.326
3	3	3_p04_B06	B6	16	2	0.328
3	3	3_p04_C06	C6	16	2	0.237
3	3	3_p04_D06	D6	16	2	0.308
3	3	3_p04_E06	E6	16	2	0.285
3	3	3_p04_F06	F6	16	2	0.302
3	3	3_p04_G06	G6	16	2	0.319
3	3	3_p04_H06	H6	16	2	0.322
3	3	3_p04_A07	A7	16	2	0.328
3	3	3_p04_B07	B7	16	2	0.338
3	3	3_p04_C07	C7	16	2	0.300
3	3	3_p04_D07	D7	16	2	0.343
3	3	3_p04_E07	E7	16	2	0.350
3	3	3_p04_F07	F7	16	2	0.346
3	3	3_p04_G07	G7	16	2	0.322
3	3	3_p04_H07	H7	16	2	0.371
3	3	3_p04_A08	A8	16	2	0.329
3	3	3_p04_B08	B8	16	2	0.313
3	3	3_p04_C08	C8	16	2	0.309
3	3	3_p04_D08	D8	16	2	0.303
3	3	3_p04_E08	E8	16	2	0.307
3	3	3_p04_F08	F8	16	2	0.307
3	3	3_p04_G08	G8	16	2	0.318
3	3	3_p04_H08	H8	16	2	0.354
3	3	3_p04_A09	A9	16	2	0.246
3	3	3_p04_B09	B9	16	2	0.273
3	3	3_p04_C09	C9	16	2	0.372
3	3	3_p04_D09	D9	16	2	0.346
3	3	3_p04_E09	E9	16	2	0.286
3	3	3_p04_F09	F9	16	2	0.325
3	3	3_p04_G09	G9	16	2	0.319
3	3	3_p04_H09	H9	16	2	0.294
3	3	3_p04_A10	A10	16	2	0.314
3	3	3_p04_B10	B10	16	2	0.300
3	3	3_p04_C10	C10	16	2	0.363
3	3	3_p04_D10	D10	16	2	0.336
3	3	3_p04_E10	E10	16	2	0.295
3	3	3_p04_F10	F10	16	2	0.274
3	3	3_p04_G10	G10	16	2	0.316
3	3	3_p04_H10	H10	16	2	0.299
3	3	3_p04_A11	A11	16	2	0.268
3	3	3_p04_B11	B11	16	2	0.252
3	3	3_p04_C11	C11	16	2	0.371
3	3	3_p04_D11	D11	16	2	0.337
3	3	3_p04_E11	E11	16	2	0.323
3	3	3_p04_F11	F11	16	2	0.330
3	3	3_p04_G11	G11	16	2	0.309
3	3	3_p04_H11	H11	16	2	0.339
3	3	3_p04_A12	A12	16	2	0.303
3	3	3_p04_B12	B12	16	2	0.231
3	3	3_p04_C12	C12	16	2	0.372
3	3	3_p04_D12	D12	16	2	0.328
3	3	3_p04_E12	E12	16	2	0.347
3	3	3_p04_F12	F12	16	2	0.324
3	3	3_p04_G12	G12	16	2	0.322
3	3	3_p04_H12	H12	16	2	0.326
3	3	3_p05_A01	A1	64	1	0.308
3	3	3_p05_B01	B1	64	1	0.313
3	3	3_p05_C01	C1	64	1	0.351
3	3	3_p05_D01	D1	64	1	0.352
3	3	3_p05_E01	E1	64	1	0.328
3	3	3_p05_F01	F1	64	1	0.324
3	3	3_p05_G01	G1	64	1	0.314
3	3	3_p05_H01	H1	64	1	0.307
3	3	3_p05_A02	A2	64	1	0.312
3	3	3_p05_B02	B2	64	1	0.315
3	3	3_p05_C02	C2	64	1	0.247
3	3	3_p05_D02	D2	64	1	0.312
3	3	3_p05_E02	E2	64	1	0.320
3	3	3_p05_F02	F2	64	1	0.317
3	3	3_p05_G02	G2	64	1	0.352
3	3	3_p05_H02	H2	64	1	0.287
3	3	3_p05_A03	A3	64	1	0.334
3	3	3_p05_B03	B3	64	1	0.318
3	3	3_p05_C03	C3	64	1	0.280
3	3	3_p05_D03	D3	64	1	0.341
3	3	3_p05_E03	E3	64	1	0.304
3	3	3_p05_F03	F3	64	1	0.323
3	3	3_p05_G03	G3	64	1	0.303
3	3	3_p05_H03	H3	64	1	0.312
3	3	3_p05_A04	A4	64	1	0.327
3	3	3_p05_B04	B4	64	1	0.301
3	3	3_p05_C04	C4	64	1	0.303
3	3	3_p05_D04	D4	64	1	0.289
3	3	3_p05_E04	E4	64	1	0.320
3	3	3_p05_F04	F4	64	1	0.315
3	3	3_p05_G04	G4	64	1	0.315
3	3	3_p05_H04	H4	64	1	0.283
3	3	3_p05_A05	A5	64	1	0.312
3	3	3_p05_B05	B5	64	1	0.312
3	3	3_p05_C05	C5	64	1	0.246
3	3	3_p05_D05	D5	64	1	0.301
3	3	3_p05_E05	E5	64	1	0.294
3	3	3_p05_F05	F5	64	1	0.307
3	3	3_p05_G05	G5	64	1	0.302
3	3	3_p05_H05	H5	64	1	0.329
3	3	3_p05_A06	A6	64	1	0.322
3	3	3_p05_B06	B6	64	1	0.313
3	3	3_p05_C06	C6	64	1	0.235
3	3	3_p05_D06	D6	64	1	0.308
3	3	3_p05_E06	E6	64	1	0.303
3	3	3_p05_F06	F6	64	1	0.301
3	3	3_p05_G06	G6	64	1	0.336
3	3	3_p05_H06	H6	64	1	0.334
3	3	3_p05_A07	A7	64	1	0.322
3	3	3_p05_B07	B7	64	1	0.322
3	3	3_p05_C07	C7	64	1	0.282
3	3	3_p05_D07	D7	64	1	0.353
3	3	3_p05_E07	E7	64	1	0.287
3	3	3_p05_F07	F7	64	1	0.310
3	3	3_p05_G07	G7	64	1	0.324
3	3	3_p05_H07	H7	64	1	0.332
3	3	3_p05_A08	A8	64	1	0.325
3	3	3_p05_B08	B8	64	1	0.312
3	3	3_p05_C08	C8	64	1	0.308
3	3	3_p05_D08	D8	64	1	0.302
3	3	3_p05_E08	E8	64	1	0.244
3	3	3_p05_F08	F8	64	1	0.306
3	3	3_p05_G08	G8	64	1	0.326
3	3	3_p05_H08	H8	64	1	0.353
3	3	3_p05_A09	A9	64	1	0.254
3	3	3_p05_B09	B9	64	1	0.297
3	3	3_p05_C09	C9	64	1	0.345
3	3	3_p05_D09	D9	64	1	0.344
3	3	3_p05_E09	E9	64	1	0.273
3	3	3_p05_F09	F9	64	1	0.349
3	3	3_p05_G09	G9	64	1	0.303
3	3	3_p05_H09	H9	64	1	0.312
3	3	3_p05_A10	A10	64	1	0.263
3	3	3_p05_B10	B10	64	1	0.306
3	3	3_p05_C10	C10	64	1	0.330
3	3	3_p05_D10	D10	64	1	0.322
3	3	3_p05_E10	E10	64	1	0.323
3	3	3_p05_F10	F10	64	1	0.319
3	3	3_p05_G10	G10	64	1	0.310
3	3	3_p05_H10	H10	64	1	0.288
3	3	3_p05_A11	A11	64	1	0.289
3	3	3_p05_B11	B11	64	1	0.309
3	3	3_p05_C11	C11	64	1	0.349
3	3	3_p05_D11	D11	64	1	0.366
3	3	3_p05_E11	E11	64	1	0.353
3	3	3_p05_F11	F11	64	1	0.339
3	3	3_p05_G11	G11	64	1	0.306
3	3	3_p05_H11	H11	64	1	0.321
3	3	3_p05_A12	A12	64	1	0.265
3	3	3_p05_B12	B12	64	1	0.292
3	3	3_p05_C12	C12	64	1	0.335
3	3	3_p05_D12	D12	64	1	0.333
3	3	3_p05_E12	E12	64	1	0.351
3	3	3_p05_F12	F12	64	1	0.336
3	3	3_p05_G12	G12	64	1	0.322
3	3	3_p05_H12	H12	64	1	0.359
3	3	3_p06_A01	A1	64	2	0.309
3	3	3_p06_B01	B1	64	2	0.305
3	3	3_p06_C01	C1	64	2	0.329
3	3	3_p06_D01	D1	64	2	0.301
3	3	3_p06_E01	E1	64	2	0.323
3	3	3_p06_F01	F1	64	2	0.303
3	3	3_p06_G01	G1	64	2	0.311
3	3	3_p06_H01	H1	64	2	0.291
3	3	3_p06_A02	A2	64	2	0.319
3	3	3_p06_B02	B2	64	2	0.305
3	3	3_p06_C02	C2	64	2	0.256
3	3	3_p06_D02	D2	64	2	0.294
3	3	3_p06_E02	E2	64	2	0.299
3	3	3_p06_F02	F2	64	2	0.302
3	3	3_p06_G02	G2	64	2	0.355
3	3	3_p06_H02	H2	64	2	0.290
3	3	3_p06_A03	A3	64	2	0.336
3	3	3_p06_B03	B3	64	2	0.335
3	3	3_p06_C03	C3	64	2	0.277
3	3	3_p06_D03	D3	64	2	0.265
3	3	3_p06_E03	E3	64	2	0.317
3	3	3_p06_F03	F3	64	2	0.303
3	3	3_p06_G03	G3	64	2	0.306
3	3	3_p06_H03	H3	64	2	0.291
3	3	3_p06_A04	A4	64	2	0.292
3	3	3_p06_B04	B4	64	2	0.307
3	3	3_p06_C04	C4	64	2	0.314
3	3	3_p06_D04	D4	64	2	0.293
3	3	3_p06_E04	E4	64	2	0.318
3	3	3_p06_F04	F4	64	2	0.305
3	3	3_p06_G04	G4	64	2	0.310
3	3	3_p06_H04	H4	64	2	0.290
3	3	3_p06_A05	A5	64	2	0.294
3	3	3_p06_B05	B5	64	2	0.317
3	3	3_p06_C05	C5	64	2	0.301
3	3	3_p06_D05	D5	64	2	0.296
3	3	3_p06_E05	E5	64	2	0.274
3	3	3_p06_F05	F5	64	2	0.295
3	3	3_p06_G05	G5	64	2	0.309
3	3	3_p06_H05	H5	64	2	0.269
3	3	3_p06_A06	A6	64	2	0.308
3	3	3_p06_B06	B6	64	2	0.306
3	3	3_p06_C06	C6	64	2	0.227
3	3	3_p06_D06	D6	64	2	0.291
3	3	3_p06_E06	E6	64	2	0.258
3	3	3_p06_F06	F6	64	2	0.289
3	3	3_p06_G06	G6	64	2	0.334
3	3	3_p06_H06	H6	64	2	0.322
3	3	3_p06_A07	A7	64	2	0.305
3	3	3_p06_B07	B7	64	2	0.297
3	3	3_p06_C07	C7	64	2	0.289
3	3	3_p06_D07	D7	64	2	0.331
3	3	3_p06_E07	E7	64	2	0.294
3	3	3_p06_F07	F7	64	2	0.303
3	3	3_p06_G07	G7	64	2	0.324
3	3	3_p06_H07	H7	64	2	0.323
3	3	3_p06_A08	A8	64	2	0.290
3	3	3_p06_B08	B8	64	2	0.290
3	3	3_p06_C08	C8	64	2	0.291
3	3	3_p06_D08	D8	64	2	0.291
3	3	3_p06_E08	E8	64	2	0.229
3	3	3_p06_F08	F8	64	2	0.306
3	3	3_p06_G08	G8	64	2	0.333
3	3	3_p06_H08	H8	64	2	0.341
3	3	3_p06_A09	A9	64	2	0.239
3	3	3_p06_B09	B9	64	2	0.280
3	3	3_p06_C09	C9	64	2	0.336
3	3	3_p06_D09	D9	64	2	0.316
3	3	3_p06_E09	E9	64	2	0.263
3	3	3_p06_F09	F9	64	2	0.329
3	3	3_p06_G09	G9	64	2	0.305
3	3	3_p06_H09	H9	64	2	0.297
3	3	3_p06_A10	A10	64	2	0.253
3	3	3_p06_B10	B10	64	2	0.289
3	3	3_p06_C10	C10	64	2	0.346
3	3	3_p06_D10	D10	64	2	0.327
3	3	3_p06_E10	E10	64	2	0.315
3	3	3_p06_F10	F10	64	2	0.299
3	3	3_p06_G10	G10	64	2	0.304
3	3	3_p06_H10	H10	64	2	0.271
3	3	3_p06_A11	A11	64	2	0.300
3	3	3_p06_B11	B11	64	2	0.281
3	3	3_p06_C11	C11	64	2	0.344
3	3	3_p06_D11	D11	64	2	0.320
3	3	3_p06_E11	E11	64	2	0.336
3	3	3_p06_F11	F11	64	2	0.327
3	3	3_p06_G11	G11	64	2	0.299
3	3	3_p06_H11	H11	64	2	0.328
3	3	3_p06_A12	A12	64	2	0.247
3	3	3_p06_B12	B12	64	2	0.274
3	3	3_p06_C12	C12	64	2	0.339
3	3	3_p06_D12	D12	64	2	0.327
3	3	3_p06_E12	E12	64	2	0.342
3	3	3_p06_F12	F12	64	2	0.345
3	3	3_p06_G12	G12	64	2	0.307
3	3	3_p06_H12	H12	64	2	0.343
3	3	3_p07_A01	A1	256	1	0.267
3	3	3_p07_B01	B1	256	1	0.279
3	3	3_p07_C01	C1	256	1	0.311
3	3	3_p07_D01	D1	256	1	0.304
3	3	3_p07_E01	E1	256	1	0.285
3	3	3_p07_F01	F1	256	1	0.315
3	3	3_p07_G01	G1	256	1	0.285
3	3	3_p07_H01	H1	256	1	0.246
3	3	3_p07_A02	A2	256	1	0.290
3	3	3_p07_B02	B2	256	1	0.293
3	3	3_p07_C02	C2	256	1	0.251
3	3	3_p07_D02	D2	256	1	0.313
3	3	3_p07_E02	E2	256	1	0.289
3	3	3_p07_F02	F2	256	1	0.305
3	3	3_p07_G02	G2	256	1	0.320
3	3	3_p07_H02	H2	256	1	0.285
3	3	3_p07_A03	A3	256	1	0.300
3	3	3_p07_B03	B3	256	1	0.325
3	3	3_p07_C03	C3	256	1	0.289
3	3	3_p07_D03	D3	256	1	0.271
3	3	3_p07_E03	E3	256	1	0.333
3	3	3_p07_F03	F3	256	1	0.350
3	3	3_p07_G03	G3	256	1	0.273
3	3	3_p07_H03	H3	256	1	0.240
3	3	3_p07_A04	A4	256	1	0.308
3	3	3_p07_B04	B4	256	1	0.289
3	3	3_p07_C04	C4	256	1	0.313
3	3	3_p07_D04	D4	256	1	0.305
3	3	3_p07_E04	E4	256	1	0.309
3	3	3_p07_F04	F4	256	1	0.272
3	3	3_p07_G04	G4	256	1	0.334
3	3	3_p07_H04	H4	256	1	0.299
3	3	3_p07_A05	A5	256	1	0.277
3	3	3_p07_B05	B5	256	1	0.290
3	3	3_p07_C05	C5	256	1	0.242
3	3	3_p07_D05	D5	256	1	0.305
3	3	3_p07_E05	E5	256	1	0.242
3	3	3_p07_F05	F5	256	1	0.297
3	3	3_p07_G05	G5	256	1	0.299
3	3	3_p07_H05	H5	256	1	0.299
3	3	3_p07_A06	A6	256	1	0.278
3	3	3_p07_B06	B6	256	1	0.282
3	3	3_p07_C06	C6	256	1	0.227
3	3	3_p07_D06	D6	256	1	0.310
3	3	3_p07_E06	E6	256	1	0.264
3	3	3_p07_F06	F6	256	1	0.291
3	3	3_p07_G06	G6	256	1	0.336
3	3	3_p07_H06	H6	256	1	0.328
3	3	3_p07_A07	A7	256	1	0.330
3	3	3_p07_B07	B7	256	1	0.322
3	3	3_p07_C07	C7	256	1	0.283
3	3	3_p07_D07	D7	256	1	0.345
3	3	3_p07_E07	E7	256	1	0.241
3	3	3_p07_F07	F7	256	1	0.311
3	3	3_p07_G07	G7	256	1	0.315
3	3	3_p07_H07	H7	256	1	0.330
3	3	3_p07_A08	A8	256	1	0.315
3	3	3_p07_B08	B8	256	1	0.292
3	3	3_p07_C08	C8	256	1	0.312
3	3	3_p07_D08	D8	256	1	0.318
3	3	3_p07_E08	E8	256	1	0.241
3	3	3_p07_F08	F8	256	1	0.304
3	3	3_p07_G08	G8	256	1	0.339
3	3	3_p07_H08	H8	256	1	0.347
3	3	3_p07_A09	A9	256	1	0.233
3	3	3_p07_B09	B9	256	1	0.306
3	3	3_p07_C09	C9	256	1	0.348
3	3	3_p07_D09	D9	256	1	0.340
3	3	3_p07_E09	E9	256	1	0.275
3	3	3_p07_F09	F9	256	1	0.281
3	3	3_p07_G09	G9	256	1	0.272
3	3	3_p07_H09	H9	256	1	0.248
3	3	3_p07_A10	A10	256	1	0.254
3	3	3_p07_B10	B10	256	1	0.291
3	3	3_p07_C10	C10	256	1	0.329
3	3	3_p07_D10	D10	256	1	0.346
3	3	3_p07_E10	E10	256	1	0.322
3	3	3_p07_F10	F10	256	1	0.312
3	3	3_p07_G10	G10	256	1	0.316
3	3	3_p07_H10	H10	256	1	0.285
3	3	3_p07_A11	A11	256	1	0.240
3	3	3_p07_B11	B11	256	1	0.288
3	3	3_p07_C11	C11	256	1	0.325
3	3	3_p07_D11	D11	256	1	0.322
3	3	3_p07_E11	E11	256	1	0.350
3	3	3_p07_F11	F11	256	1	0.315
3	3	3_p07_G11	G11	256	1	0.308
3	3	3_p07_H11	H11	256	1	0.314
3	3	3_p07_A12	A12	256	1	0.243
3	3	3_p07_B12	B12	256	1	0.294
3	3	3_p07_C12	C12	256	1	0.357
3	3	3_p07_D12	D12	256	1	0.357
3	3	3_p07_E12	E12	256	1	0.360
3	3	3_p07_F12	F12	256	1	0.347
3	3	3_p07_G12	G12	256	1	0.349
3	3	3_p07_H12	H12	256	1	0.364
3	3	3_p08_A01	A1	256	2	0.255
3	3	3_p08_B01	B1	256	2	0.261
3	3	3_p08_C01	C1	256	2	0.301
3	3	3_p08_D01	D1	256	2	0.294
3	3	3_p08_E01	E1	256	2	0.279
3	3	3_p08_F01	F1	256	2	0.320
3	3	3_p08_G01	G1	256	2	0.277
3	3	3_p08_H01	H1	256	2	0.232
3	3	3_p08_A02	A2	256	2	0.268
3	3	3_p08_B02	B2	256	2	0.278
3	3	3_p08_C02	C2	256	2	0.237
3	3	3_p08_D02	D2	256	2	0.305
3	3	3_p08_E02	E2	256	2	0.274
3	3	3_p08_F02	F2	256	2	0.308
3	3	3_p08_G02	G2	256	2	0.299
3	3	3_p08_H02	H2	256	2	0.274
3	3	3_p08_A03	A3	256	2	0.295
3	3	3_p08_B03	B3	256	2	0.317
3	3	3_p08_C03	C3	256	2	0.261
3	3	3_p08_D03	D3	256	2	0.269
3	3	3_p08_E03	E3	256	2	0.315
3	3	3_p08_F03	F3	256	2	0.325
3	3	3_p08_G03	G3	256	2	0.271
3	3	3_p08_H03	H3	256	2	0.277
3	3	3_p08_A04	A4	256	2	0.307
3	3	3_p08_B04	B4	256	2	0.287
3	3	3_p08_C04	C4	256	2	0.315
3	3	3_p08_D04	D4	256	2	0.310
3	3	3_p08_E04	E4	256	2	0.292
3	3	3_p08_F04	F4	256	2	0.281
3	3	3_p08_G04	G4	256	2	0.321
3	3	3_p08_H04	H4	256	2	0.286
3	3	3_p08_A05	A5	256	2	0.267
3	3	3_p08_B05	B5	256	2	0.266
3	3	3_p08_C05	C5	256	2	0.231
3	3	3_p08_D05	D5	256	2	0.314
3	3	3_p08_E05	E5	256	2	0.265
3	3	3_p08_F05	F5	256	2	0.297
3	3	3_p08_G05	G5	256	2	0.290
3	3	3_p08_H05	H5	256	2	0.320
3	3	3_p08_A06	A6	256	2	0.278
3	3	3_p08_B06	B6	256	2	0.273
3	3	3_p08_C06	C6	256	2	0.229
3	3	3_p08_D06	D6	256	2	0.311
3	3	3_p08_E06	E6	256	2	0.247
3	3	3_p08_F06	F6	256	2	0.295
3	3	3_p08_G06	G6	256	2	0.324
3	3	3_p08_H06	H6	256	2	0.338
3	3	3_p08_A07	A7	256	2	0.337
3	3	3_p08_B07	B7	256	2	0.296
3	3	3_p08_C07	C7	256	2	0.279
3	3	3_p08_D07	D7	256	2	0.267
3	3	3_p08_E07	E7	256	2	0.242
3	3	3_p08_F07	F7	256	2	0.321
3	3	3_p08_G07	G7	256	2	0.317
3	3	3_p08_H07	H7	256	2	0.338
3	3	3_p08_A08	A8	256	2	0.312
3	3	3_p08_B08	B8	256	2	0.268
3	3	3_p08_C08	C8	256	2	0.303
3	3	3_p08_D08	D8	256	2	0.314
3	3	3_p08_E08	E8	256	2	0.236
3	3	3_p08_F08	F8	256	2	0.317
3	3	3_p08_G08	G8	256	2	0.326
3	3	3_p08_H08	H8	256	2	0.327
3	3	3_p08_A09	A9	256	2	0.254
3	3	3_p08_B09	B9	256	2	0.298
3	3	3_p08_C09	C9	256	2	0.348
3	3	3_p08_D09	D9	256	2	0.348
3	3	3_p08_E09	E9	256	2	0.276
3	3	3_p08_F09	F9	256	2	0.344
3	3	3_p08_G09	G9	256	2	0.270
3	3	3_p08_H09	H9	256	2	0.234
3	3	3_p08_A10	A10	256	2	0.280
3	3	3_p08_B10	B10	256	2	0.274
3	3	3_p08_C10	C10	256	2	0.340
3	3	3_p08_D10	D10	256	2	0.328
3	3	3_p08_E10	E10	256	2	0.331
3	3	3_p08_F10	F10	256	2	0.345
3	3	3_p08_G10	G10	256	2	0.318
3	3	3_p08_H10	H10	256	2	0.263
3	3	3_p08_A11	A11	256	2	0.265
3	3	3_p08_B11	B11	256	2	0.301
3	3	3_p08_C11	C11	256	2	0.350
3	3	3_p08_D11	D11	256	2	0.342
3	3	3_p08_E11	E11	256	2	0.352
3	3	3_p08_F11	F11	256	2	0.356
3	3	3_p08_G11	G11	256	2	0.315
3	3	3_p08_H11	H11	256	2	0.289
3	3	3_p08_A12	A12	256	2	0.257
3	3	3_p08_B12	B12	256	2	0.294
3	3	3_p08_C12	C12	256	2	0.359
3	3	3_p08_D12	D12	256	2	0.335
3	3	3_p08_E12	E12	256	2	0.348
3	3	3_p08_F12	F12	256	2	0.348
3	3	3_p08_G12	G12	256	2	0.341
3	3	3_p08_H12	H12	256	2	0.337
5	3	3_p03_A01	A1	16	1	0.305
5	3	3_p03_B01	B1	16	1	0.305
5	3	3_p03_C01	C1	16	1	0.338
5	3	3_p03_D01	D1	16	1	0.322
5	3	3_p03_E01	E1	16	1	0.298
5	3	3_p03_F01	F1	16	1	0.298
5	3	3_p03_G01	G1	16	1	0.301
5	3	3_p03_H01	H1	16	1	0.285
5	3	3_p03_A02	A2	16	1	0.308
5	3	3_p03_B02	B2	16	1	0.307
5	3	3_p03_C02	C2	16	1	0.241
5	3	3_p03_D02	D2	16	1	0.303
5	3	3_p03_E02	E2	16	1	0.309
5	3	3_p03_F02	F2	16	1	0.304
5	3	3_p03_G02	G2	16	1	0.328
5	3	3_p03_H02	H2	16	1	0.276
5	3	3_p03_A03	A3	16	1	0.332
5	3	3_p03_B03	B3	16	1	0.341
5	3	3_p03_C03	C3	16	1	0.274
5	3	3_p03_D03	D3	16	1	0.275
5	3	3_p03_E03	E3	16	1	0.294
5	3	3_p03_F03	F3	16	1	0.308
5	3	3_p03_G03	G3	16	1	0.358
5	3	3_p03_H03	H3	16	1	0.29
5	3	3_p03_A04	A4	16	1	0.319
5	3	3_p03_B04	B4	16	1	0.306
5	3	3_p03_C04	C4	16	1	0.315
5	3	3_p03_D04	D4	16	1	0.308
5	3	3_p03_E04	E4	16	1	0.311
5	3	3_p03_F04	F4	16	1	0.302
5	3	3_p03_G04	G4	16	1	0.303
5	3	3_p03_H04	H4	16	1	0.277
5	3	3_p03_A05	A5	16	1	0.318
5	3	3_p03_B05	B5	16	1	0.314
5	3	3_p03_C05	C5	16	1	0.282
5	3	3_p03_D05	D5	16	1	0.333
5	3	3_p03_E05	E5	16	1	0.274
5	3	3_p03_F05	F5	16	1	0.295
5	3	3_p03_G05	G5	16	1	0.304
5	3	3_p03_H05	H5	16	1	0.338
5	3	3_p03_A06	A6	16	1	0.321
5	3	3_p03_B06	B6	16	1	0.31
5	3	3_p03_C06	C6	16	1	0.235
5	3	3_p03_D06	D6	16	1	0.295
5	3	3_p03_E06	E6	16	1	0.239
5	3	3_p03_F06	F6	16	1	0.234
5	3	3_p03_G06	G6	16	1	0.317
5	3	3_p03_H06	H6	16	1	0.334
5	3	3_p03_A07	A7	16	1	0.327
5	3	3_p03_B07	B7	16	1	0.312
5	3	3_p03_C07	C7	16	1	0.286
5	3	3_p03_D07	D7	16	1	0.274
5	3	3_p03_E07	E7	16	1	0.332
5	3	3_p03_F07	F7	16	1	0.341
5	3	3_p03_G07	G7	16	1	0.302
5	3	3_p03_H07	H7	16	1	0.346
5	3	3_p03_A08	A8	16	1	0.323
5	3	3_p03_B08	B8	16	1	0.307
5	3	3_p03_C08	C8	16	1	0.396
